State Name,AQI,Category,Defining Parameter,Latitude,Longitude,County Name
Alabama,30,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,36,Good,PM2.5,33.565278,-86.796389,Jefferson
Alaska,37,Good,Ozone,63.7232,-148.9676,Denali 
Arizona,17,Good,PM10,34.058475,-109.441259,Apache
Arizona,29,Good,PM10,32.00941,-109.38906,Cochise
Arizona,39,Good,Ozone,35.225136,-111.607603,Coconino
Arizona,48,Good,Ozone,33.419017,-110.82967,Gila
Arizona,38,Good,Ozone,34.2439,-113.5586,La Paz
Arizona,176,Unhealthy,Ozone,33.503833,-112.095767,Maricopa
Arizona,10,Good,PM10,36.019302,-114.069205,Mohave
Arizona,35,Good,Ozone,33.85815,-109.97029,Navajo
Arizona,33,Good,PM10,32.248712,-111.218494,Pima
Arizona,38,Good,Ozone,33.293465,-111.285594,Pinal
Arizona,30,Good,PM2.5,31.33745,-110.93715,Santa Cruz
Arizona,27,Good,Ozone,34.340556,-111.683923,Yavapai
Arizona,40,Good,PM10,32.690278,-114.61444,Yuma
Arkansas,7,Good,PM2.5,34.518515,-91.55896,Arkansas
Arkansas,12,Good,PM2.5,33.139471,-91.939208,Ashley
Arkansas,18,Good,Ozone,34.1795,-93.0988,Clark
Arkansas,24,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,19,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,32,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,33,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,29,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,30,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,29,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,30,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,39,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,50,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,48,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,52,Moderate,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,31,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,30,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,24,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,32,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,32,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,27,Good,NO2,35.197288,-90.193141,Crittenden
Arkansas,26,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,27,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,30,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,32,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,24,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,21,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,30,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,27,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,28,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,28,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,34,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,54,Moderate,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,32,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,33,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,62,Moderate,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,42,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,43,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,59,Moderate,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,39,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,33,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,33,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,33,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,33,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,48,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,54,Moderate,NO2,35.197288,-90.193141,Crittenden
Arkansas,52,Moderate,NO2,35.197288,-90.193141,Crittenden
Arkansas,43,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,37,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,43,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,40,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,34,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,30,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,25,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,32,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,30,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,28,Good,NO2,35.197288,-90.193141,Crittenden
Arkansas,40,Good,NO2,35.197288,-90.193141,Crittenden
Arkansas,45,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,32,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,44,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,47,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,53,Moderate,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,56,Moderate,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,52,Moderate,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,34,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,42,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,27,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,46,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,47,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,48,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,32,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,34,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,42,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,54,Moderate,Ozone,35.197288,-90.193141,Crittenden
Arkansas,42,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,37,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,42,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,31,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,41,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,43,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,36,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,41,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,43,Good,PM2.5,35.197288,-90.193141,Crittenden
Arkansas,36,Good,Ozone,35.197288,-90.193141,Crittenden
Arkansas,5,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,25,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,14,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,52,Moderate,PM2.5,34.469441,-93.000178,Garland
Arkansas,38,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,24,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,26,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,28,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,13,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,23,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,45,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,34,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,21,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,30,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,52,Moderate,PM2.5,34.469441,-93.000178,Garland
Arkansas,35,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,33,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,51,Moderate,PM2.5,34.469441,-93.000178,Garland
Arkansas,17,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,18,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,25,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,48,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,35,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,35,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,31,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,23,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,24,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,25,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,27,Good,PM2.5,34.469441,-93.000178,Garland
Arkansas,9,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,24,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,38,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,40,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,47,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,10,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,21,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,26,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,14,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,20,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,37,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,38,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,18,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,56,Moderate,PM2.5,35.637283,-91.188906,Jackson
Arkansas,53,Moderate,PM2.5,35.637283,-91.188906,Jackson
Arkansas,29,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,47,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,25,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,13,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,29,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,36,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,35,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,28,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,23,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,16,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,28,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,16,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,23,Good,PM2.5,35.637283,-91.188906,Jackson
Arkansas,25,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,33,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,34,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,34,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,36,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,27,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,28,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,30,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,32,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,38,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,35,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,32,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,37,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,33,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,24,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,32,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,32,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,22,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,29,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,19,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,29,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,33,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,29,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,30,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,35,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,33,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,37,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,34,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,21,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,21,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,15,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,23,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,29,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,29,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,28,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,33,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,33,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,40,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,44,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,46,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,41,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,41,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,50,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,46,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,37,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,34,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,31,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,29,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,38,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,39,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,46,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,50,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,41,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,44,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,46,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,48,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,48,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,44,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,33,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,26,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,30,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,48,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,44,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,47,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,42,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,32,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,45,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,44,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,51,Moderate,Ozone,35.825893,-93.203187,Newton
Arkansas,47,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,41,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,44,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,38,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,44,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,43,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,42,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,45,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,41,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,42,Good,Ozone,35.825893,-93.203187,Newton
Arkansas,23,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,36,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,38,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,36,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,26,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,25,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,33,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,46,Good,PM2.5,34.454514,-94.143521,Polk
Arkansas,32,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,41,Good,PM2.5,34.454514,-94.143521,Polk
Arkansas,36,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,32,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,36,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,43,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,37,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,32,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,19,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,32,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,29,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,20,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,31,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,24,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,24,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,31,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,44,Good,PM2.5,34.454514,-94.143521,Polk
Arkansas,34,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,34,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,49,Good,PM2.5,34.454514,-94.143521,Polk
Arkansas,33,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,36,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,33,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,31,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,27,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,19,Good,PM2.5,34.454514,-94.143521,Polk
Arkansas,15,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,22,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,55,Moderate,PM2.5,34.454514,-94.143521,Polk
Arkansas,26,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,28,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,27,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,34,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,44,Good,PM2.5,34.454514,-94.143521,Polk
Arkansas,46,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,46,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,39,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,44,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,54,Moderate,Ozone,34.454514,-94.143521,Polk
Arkansas,45,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,37,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,29,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,28,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,36,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,39,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,47,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,48,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,42,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,44,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,45,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,64,Moderate,Ozone,34.454514,-94.143521,Polk
Arkansas,46,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,42,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,35,Good,PM2.5,34.454514,-94.143521,Polk
Arkansas,31,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,31,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,42,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,48,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,44,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,44,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,33,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,44,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,55,Moderate,PM2.5,34.454514,-94.143521,Polk
Arkansas,41,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,46,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,42,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,48,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,38,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,45,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,39,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,46,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,47,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,40,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,44,Good,Ozone,34.454514,-94.143521,Polk
Arkansas,20,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,22,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,31,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,34,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,34,Good,NO2,34.681343,-92.328697,Pulaski
Arkansas,32,Good,NO2,34.681343,-92.328697,Pulaski
Arkansas,26,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,30,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,33,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,48,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,57,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,63,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,51,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,51,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,70,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,37,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,44,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,35,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,46,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,38,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,32,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,35,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,25,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,38,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,29,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,24,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,30,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,32,Good,NO2,34.681343,-92.328697,Pulaski
Arkansas,34,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,30,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,40,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,46,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,35,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,54,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,38,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,35,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,32,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,38,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,44,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,48,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,51,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,44,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,50,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,35,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,38,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,34,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,37,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,41,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,39,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,53,Moderate,NO2,34.681343,-92.328697,Pulaski
Arkansas,54,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,53,Moderate,NO2,34.681343,-92.328697,Pulaski
Arkansas,37,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,50,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,47,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,40,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,31,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,33,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,30,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,34,Good,NO2,34.681343,-92.328697,Pulaski
Arkansas,30,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,44,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,56,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,44,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,43,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,54,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,61,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,51,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,54,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,53,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,54,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,43,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,38,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,88,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,100,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,63,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,31,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,40,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,39,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,51,Moderate,Ozone,34.681343,-92.328697,Pulaski
Arkansas,57,Moderate,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,46,Good,PM2.5,34.681343,-92.328697,Pulaski
Arkansas,45,Good,Ozone,34.681343,-92.328697,Pulaski
Arkansas,33,Good,Ozone,34.681343,-92.328697,Pulaski
